2017-10-13 09:30:20.498 [restartedMain] INFO  com.hansholdings.AdusermanageApplication - Starting AdusermanageApplication on KGA-A010-0275 with PID 3536 (D:\java\workspace\ADhelperProject\target\classes started by huxm11315 in D:\java\workspace\ADhelperProject)
2017-10-13 09:30:22.634 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'platformTransactionManagerCustomizers' of type [org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:22.644 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration' of type [org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration$$EnhancerBySpringCGLIB$$35d492b4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:22.772 [restartedMain] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2017-10-13 09:30:23.533 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaVendorAdapter' of type [org.springframework.orm.jpa.vendor.HibernateJpaVendorAdapter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:23.542 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'entityManagerFactoryBuilder' of type [org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:23.644 [restartedMain] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
2017-10-13 09:30:23.675 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2017-10-13 09:30:23.832 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final}
2017-10-13 09:30:23.833 [restartedMain] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2017-10-13 09:30:23.835 [restartedMain] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
2017-10-13 09:30:23.892 [restartedMain] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2017-10-13 09:30:24.161 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-10-13 09:30:24.753 [restartedMain] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate - HHH000228: Running hbm2ddl schema update
2017-10-13 09:30:27.325 [restartedMain] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2017-10-13 09:30:27.328 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'entityManagerFactory' of type [org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.329 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'entityManagerFactory' of type [com.sun.proxy.$Proxy93] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.339 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#1ef06a58' of type [com.sun.proxy.$Proxy95] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.473 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaMappingContext' of type [org.springframework.data.jpa.repository.config.JpaMetamodelMappingContextFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.474 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaMappingContext' of type [org.springframework.data.jpa.mapping.JpaMetamodelMappingContext] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.783 [restartedMain] INFO  o.h.hql.internal.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
2017-10-13 09:30:27.891 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IAdminDao' of type [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.892 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IAdminDao' of type [com.sun.proxy.$Proxy98] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.903 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#6dd870f5' of type [org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.903 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#6dd870f5' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.903 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#50853736' of type [org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.904 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#4b0a9348' of type [org.springframework.data.repository.query.ExtensionAwareEvaluationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.904 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#19db154a' of type [com.sun.proxy.$Proxy95] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.911 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IRoleDao' of type [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.911 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IRoleDao' of type [com.sun.proxy.$Proxy101] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.917 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#3a7933ca' of type [org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.918 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#3a7933ca' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.918 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#208c592c' of type [org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.918 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#4ffd9b61' of type [org.springframework.data.repository.query.ExtensionAwareEvaluationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.919 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#764b5dc2' of type [com.sun.proxy.$Proxy95] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.931 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IFunctionDao' of type [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.932 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IFunctionDao' of type [com.sun.proxy.$Proxy103] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.932 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'functionServiceImpl' of type [com.hansholdings.manage.service.impl.FunctionServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:27.995 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleServiceImpl' of type [com.hansholdings.manage.service.impl.RoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:28.012 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'adminServiceImpl' of type [com.hansholdings.manage.service.impl.AdminServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:28.028 [restartedMain] INFO  org.apache.shiro.realm.AuthorizingRealm - No cache or cacheManager properties have been set.  Authorization cache cannot be obtained.
2017-10-13 09:30:28.029 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRealm' of type [com.hansholdings.authorization.shiro.realm.UserRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:28.052 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getAuthorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-10-13 09:30:28.402 [restartedMain] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8088 (http)
2017-10-13 09:30:28.413 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2017-10-13 09:30:28.414 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.15
2017-10-13 09:30:28.556 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2017-10-13 09:30:28.556 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7993 ms
2017-10-13 09:30:28.771 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'openEntityManagerInViewFilter' to urls: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'shiroFilter' to: [/*]
2017-10-13 09:30:28.772 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*]
2017-10-13 09:30:28.773 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2017-10-13 09:30:29.474 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2c8c5500: startup date [Fri Oct 13 09:30:20 CST 2017]; root of context hierarchy
2017-10-13 09:30:29.564 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin || /admin/index]}" onto public java.lang.String com.hansholdings.manage.controller.AdminController.index(org.springframework.ui.Model)
2017-10-13 09:30:29.565 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/remove]}" onto public java.lang.String com.hansholdings.manage.controller.AdminController.remove(java.lang.Long)
2017-10-13 09:30:29.565 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/oauthsubmit]}" onto public java.lang.String com.hansholdings.manage.controller.AdminController.oauthsubmit(java.lang.Long,java.lang.Long[])
2017-10-13 09:30:29.566 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/saveOrUpdate]}" onto public java.lang.String com.hansholdings.manage.controller.AdminController.saveOrUpdate(com.hansholdings.manage.entity.Admin)
2017-10-13 09:30:29.566 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/oauth]}" onto public java.lang.String com.hansholdings.manage.controller.AdminController.oauth(java.lang.Long,org.springframework.ui.Model)
2017-10-13 09:30:29.567 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/aduser/index]}" onto public java.lang.String com.hansholdings.manage.controller.AdUserController.index(org.springframework.ui.Model)
2017-10-13 09:30:29.568 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/aduser/deleteUser/{uid}]}" onto public java.lang.String com.hansholdings.manage.controller.AdUserController.deleteUser(java.lang.String)
2017-10-13 09:30:29.568 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/aduser/saveOrUpdate]}" onto public java.lang.String com.hansholdings.manage.controller.AdUserController.saveOrUpdate(com.hansholdings.manage.entity.User)
2017-10-13 09:30:29.569 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/aduser/getUsers],produces=[text/json;charset=UTF-8]}" onto public com.alibaba.fastjson.JSONObject com.hansholdings.manage.controller.AdUserController.getUsers(com.hansholdings.manage.entity.QueryCondition)
2017-10-13 09:30:29.569 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/aduser/validUserByQuery],produces=[text/json;charset=UTF-8]}" onto public java.lang.Boolean com.hansholdings.manage.controller.AdUserController.getUsersByquery(com.hansholdings.manage.entity.User)
2017-10-13 09:30:29.569 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/aduser/upPwdUser]}" onto public java.lang.String com.hansholdings.manage.controller.AdUserController.upPwdUser(com.hansholdings.manage.entity.User)
2017-10-13 09:30:29.572 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/function || /function/index]}" onto public java.lang.String com.hansholdings.manage.controller.FunctionController.index(org.springframework.ui.Model)
2017-10-13 09:30:29.572 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/function/remove]}" onto public java.lang.String com.hansholdings.manage.controller.FunctionController.remove(java.lang.Long,org.springframework.ui.Model)
2017-10-13 09:30:29.572 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/function/loadTreeNode]}" onto public com.hansholdings.basic.json.Result com.hansholdings.manage.controller.FunctionController.loadTreeNode()
2017-10-13 09:30:29.573 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/function/add]}" onto public java.lang.String com.hansholdings.manage.controller.FunctionController.addFunction(com.hansholdings.manage.entity.Function,org.springframework.ui.Model)
2017-10-13 09:30:29.573 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/function/findAll]}" onto public com.hansholdings.basic.json.Result com.hansholdings.manage.controller.FunctionController.findUserFunctions()
2017-10-13 09:30:29.574 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[ || /index]}" onto public java.lang.String com.hansholdings.manage.controller.IndexController.index(org.springframework.ui.Model)
2017-10-13 09:30:29.574 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/logout],methods=[GET]}" onto public java.lang.String com.hansholdings.manage.controller.IndexController.logout()
2017-10-13 09:30:29.575 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/register]}" onto public java.lang.String com.hansholdings.manage.controller.IndexController.registerView()
2017-10-13 09:30:29.575 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/landary/ad]}" onto public com.alibaba.fastjson.JSONObject com.hansholdings.manage.controller.LandaryController.addUser(com.alibaba.fastjson.JSONObject)
2017-10-13 09:30:29.576 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ldap || /ldap/index]}" onto public java.lang.String com.hansholdings.manage.controller.LdapController.index(org.springframework.ui.Model)
2017-10-13 09:30:29.576 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ldap/saveOrUpdateLdap]}" onto public java.lang.String com.hansholdings.manage.controller.LdapController.saveOrUpdateOu(javax.servlet.http.HttpServletRequest)
2017-10-13 09:30:29.577 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login/submit],methods=[POST]}" onto public java.lang.String com.hansholdings.manage.controller.LoginController.submit(java.lang.String,java.lang.String)
2017-10-13 09:30:29.577 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login || /login/index]}" onto public java.lang.String com.hansholdings.manage.controller.LoginController.loginView()
2017-10-13 09:30:29.577 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login/single/{username}/{password}/{sAMAccountName}],methods=[GET]}" onto public java.lang.String com.hansholdings.manage.controller.LoginController.submit1(java.lang.String,java.lang.String,java.lang.String)
2017-10-13 09:30:29.578 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ou || /ou/index]}" onto public java.lang.String com.hansholdings.manage.controller.OuController.index(org.springframework.ui.Model)
2017-10-13 09:30:29.578 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ou/loadOuTree]}" onto public com.hansholdings.basic.json.Result com.hansholdings.manage.controller.OuController.function(java.lang.Long,org.springframework.ui.Model)
2017-10-13 09:30:29.578 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ou/getUsers],produces=[text/json;charset=UTF-8]}" onto public com.alibaba.fastjson.JSONObject com.hansholdings.manage.controller.OuController.getUsers(com.hansholdings.manage.entity.QueryCondition)
2017-10-13 09:30:29.579 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ou/validOuByQuery],produces=[text/json;charset=UTF-8]}" onto public java.lang.Boolean com.hansholdings.manage.controller.OuController.getUsersByquery(com.hansholdings.manage.entity.OU)
2017-10-13 09:30:29.579 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ou/saveOrUpdateUser],methods=[POST]}" onto public java.lang.String com.hansholdings.manage.controller.OuController.saveOrUpdateUser(com.hansholdings.manage.entity.User)
2017-10-13 09:30:29.579 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ou/saveOrUpdateOu]}" onto public java.lang.String com.hansholdings.manage.controller.OuController.saveOrUpdateOu(com.hansholdings.manage.entity.OU)
